product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
808244673,r1sxls17no74ly,15954271,808244673,3,58,n,True,67,it's ok for bulk washing tasks for parts,"i tried this thing out since well... i liked my medela products. i handwash all my parts after every pump and i decided to give this a try. it's nowhere close as squeaky clean when washing out parts by hand. washing with a gentle scent dishwashing liquid + bottle brush with the bottles and parts still yield better results. i swab my finger along the sides of the bottle to test if it's really clean. with dishwashing soap it's really clean. with this breastmilk soap it probably clears out 70% of the breastmilk residue. do the finger swab test and it's still slippery. meaning there's still some breastmilk in it.<br /><br />to each their own, but i'm neutral on this. if you're a fan of handwashing parts with liquid dish soap, by all means you should probably just stick to that. it yields better results if you're very meticulous about cleaning (like me). plus it's cheaper with this method. this soap is not worth the money if you're this type of person.<br /><br />on the other hand - if you want to just get parts \\decently\\ clean in a short amount of time i highly recommend you would use this when you have stockpiled a lot of parts/accessories/bottles enough for the 1 gallon = 3 soap pumps to fill to let these soak in. it gets all the little mini chunks out but it doesn't 100% clean out your bottles like handwashing most likely does. i would put the soap in first before the water. i found that it works better that way instead of as mentioned on the instructions. the soap is decent for the price if you're this type of person.",5/12/2013,3,3.0,1,1,-100.0
808255454,r3um42kgjin1gg,37331130,808255454,5,2,n,True,3,put it down!!1,"my wife has this by her side every second we got our boy in bed. i catch her checking monitor, moving it around and zooming in and out lol! it's been awesome for us",4/24/2014,5,5.0,1,1,100.0
808441948,R1XU1LOMQP88ET,40153152,808441948,5,0,N,True,0,Five Stars,safe and my grandson loves it.,8/18/2015,5,5.0,34,33,-5.88
809855553,r2l7htotye5jeq,46319057,809855553,5,22,n,True,23,best option for a bassinet and playard combo,"this has been the perfect bassinet for our baby. my wife and i looked at numerous stand alone bassinets and decided to go with the chicco playard because we could not justify buying an expensive bassinet that we would only use for a few months and we also did not want something cheap. we were a little hesitant to buy this playard because we were unsure of how well it would work as a bassinet, but it has been great. our baby has no problem falling asleep and the little mattress is perfectly comfortable (it is also washable).<br /><br />setup was easy, even though i read several reviews saying it was a pain in the butt. for the most part it was self explanatory and it only takes a few minutes to break down for transporting.<br /><br />the best part of this playard is it's functionality. the changing pad hangs over one side so when the baby needs to be changed, just flip it over and it's ready (it says to buckle the changing pad down, but i don't leave the baby alone so i don't bother). when i'm finished changing the baby, just flip it back over the side and it's out of the way. there are also several very convenient pockets to store diapers, wipes, cream, etc. right below the changing pad area.<br /><br />other great features include the wheels on one side for easy transporting of the unit around the house as well as the night light, vibrations, and music. we are also at ease leaving her in this bassinet because of the mesh all the way around her (no fear of her sufficating when she is able to roll over.<br /><br />i will continue using this for our future children and it will be a great playard when it's no longer needed as a bassinet. i highly recommend this product over any stand alone bassinet. let me also clarify that our baby is sleeping in our room and not her nursery, so there is not a changing table in our room. if you have a changing table in the room your baby will be sleeping in, then this may not be as useful to you as it has been for me.",3/6/2015,5,5.0,1,1,100.0
810516979,r2ep0cxhbhiwlg,36539926,810516979,5,1,n,True,1,great buy,my mistake i thought this was a diaper its a cover...its great the designs are cute the buttons are really great they snap fine and stay closed my niece looked cute in this.,3/13/2014,2,3.0,2,2,0.0
810603540,r27j4ebvmdi07r,21175832,810603540,4,1,n,True,1,love it,"i really enjoy having this product and my son does too! he is currently 17 months and it fits well. he grew out of the medium size ones already. the only con i encountered is that after normal wear for awhile there is a noticeable odor. it could be because he has really sweaty feet but after a wash it smells better (highly recommend using a mesh bag to protect it, delicate cycle, and air dry). it's so easy to put on and take off, especially if your on the go a lot (beats putting on socks and struggling to put on shoes).",12/5/2014,5,5.0,1,1,100.0
810954397,rt2f8rakyf0p3,13825402,810954397,5,3,n,True,4,excellent well constructed convertible car seat,"this is the 2nd symphony 65 dlx car seat we've purchased. we loved it so much for our older son that when it came time to get a seat for our younger son we didn't think twice! this model is better then the older seat we have. the fabric isn't as absorbent and wipes off easily. the head piece slides up and down to provide support, and the base tilts into 3 positions. my younger son's head still falls forward in this seat when he falls asleep, but as we discovered with other models this is unavoidable in the non-infant seats, and his head falls forward less in this one. the black infant positioner you see in the photo is only good for infants, my son is 1 and too tall for it. i wish the company would come out with a head positioner for this, but all around it's a great seat.",7/23/2013,4,4.0,1,1,0.0
812024536,r3urrzmvemzy66,36565226,812024536,5,1,n,True,1,five stars,she loves this still!,5/3/2015,5,5.0,1,1,100.0
812090146,rwou3bt0mozwa,29081477,812090146,5,1,n,True,1,great buy.,super cute and great quality !,7/6/2014,5,5.0,1,1,100.0
812133900,R1XNK9VG0TE2MM,13473298,812133900,3,6,N,True,6,I bought this to keep my little 2 year old ...,"I bought this to keep my little 2 year old in his bed at night and it definitely works. He can see out through the netting which is a plus. However, he could unzip the zippers since they're on the inside of the tent too. So I just use a bread zip tie to hold the zippers together and wa-laa he can't get out at night. Yah!  The quality of the tent is a little flimsy. The zipper broke after 3 weeks on one side but I was able to fix it. This product has made it possible for me to sleep through the night again without worrying what he is getting into in the house, it keeps him in his crib, safely!",2/6/2015,3,3.0,1,1,-100.0
812583172,R28PVLOQYIT58Q,45264480,812583172,4,0,N,True,0,I do not like these pacifiers,I do not like these pacifiers; the only reason I gave it a high rating is that the animal attached helps the pacifier stay in my child's mouth.,8/30/2015,3,3.0,250,247,69.2
812610890,r2h6lk3obdr386,17723557,812610890,5,2,n,True,2,dreambaby gate,"this gate does the job well.  my 1-yr old daughter even shakes it from time to time and it hasn't budged yet!  it can easily be opened with one hand and slides open and/or swings open.  the only bad thing so far is the wood/finish is rubbing off at the top and bottom of the gate where it latches, not horrible but it is noticeable.  the price was very reasonable too.<br /><br />update 4/2016:  we are still using this gate for child #3.  we took it down a few times in between kids. it was very easy to remove and then put back up again.  continues to slides open and closed easily.  the latch is a little difficult to use at first but that also prevents other children from opening the gate for babies/toddlers.  my 5.5 year old daughter is able to open the latch but my 3.5 y.o. son cannot open.",11/12/2011,5,5.0,1,1,100.0
813547854,r1p5936q6yd7i3,32603399,813547854,5,3,n,True,5,super for newborns,both of my grandson's have this and what a great product.  it uses minimal water and yet the baby feels warm and secure.,11/25/2012,4,4.0,1,1,0.0
813938646,R14R4P4SMA24MN,40754898,813938646,4,0,N,True,0,Bath Tub Bumper,"This tub bumper is very easy to inflate and install around the tub and keeps my 22 month old granddaughter safe as she tries to swim in my tub.  She enjoys her daily bath and this bumper allows her to have fun without the worry of hitting her head.  My only complaint is that it does not stay in place.  It has large suction cups but they are spaced too far apart causing the bumper to come detached whenever it is touched or when the water level reaches the bottom of the bumper.  More suction cups need to be added.  Even though this can be problematic, I would still recommend this product as a safety item for the bath.",12/4/2011,5,5.0,1,1,100.0
814820018,r36x8mvonu77k7,20477619,814820018,4,1,n,True,1,four stars,it was nice just the fabric was not what i expect,4/27/2015,1,2.0,1,1,-100.0
